AN,DT_ACCDN,HR_ACCDN,JR_SEMN_ACCDN,ID_GR,NB_MORT_C,NB_BLESE_GRAVE_C,NB_BLESE_LEGER_C,NB_VICTIMES,NB_VEH_ACCDN_C,IN_ACCDN_CHMIN_PBL,CD_MUNCP,NO_ROUTE,BORNE_KM_ACCDN,CD_PNT_CDRNL_ROUTE,NO_CIVIQ_ACCDN,SFX_NO_CIVIQ_ACCDN,RUE_ACCDN,TP_REPRR_ACCDN,ACCDN_PRES_DE,CD_PNT_CDRNL_REPRR,NB_METRE_DIST_ACCD,CD_ASPCT_ROUTE,CD_CATEG_ROUTE,CD_CONFG_ROUTE,CD_ENVRN_ACCDN,CD_LOCLN_ACCDN,VITSS_AUTOR,CD_COND_METEO,CD_ECLRM,CD_ETAT_CHASS,CD_ETAT_SURFC,CD_POSI_ACCDN,CD_IMPAC_ACCDN,CYC_MORT,CYC_GRAVE,CYC_LEGER,CYC_TOTAL,TYP_VEH_1,TYP_VEH_2,TYP_VEH_3,TYP_VEH_4,TYP_VEH_5,TYP_VEH_6,TYP_VEH_7,TYP_VEH_8,TYP_VEH_9,MOUV_VEH_1,MOUV_VEH_2,MOUV_VEH_3,MOUV_VEH_4,MOUV_VEH_5,MOUV_VEH_6,MOUV_VEH_7,MOUV_VEH_8,MOUV_VEH_9,SIGN_VEH_1,SIGN_VEH_2,SIGN_VEH_3,SIGN_VEH_4,SIGN_VEH_5,SIGN_VEH_6,SIGN_VEH_7,SIGN_VEH_8,SIGN_VEH_9
2014,2014-06-16,11:45,LU,3,0,0,1,1,2,,66023,,,,,,MAISONNEUVE,1,STANLEY,,,11,14,3,3,32,50,11,1,1,11,06,23,0,0,1,1,68,76,,,,,,,,41,44,,,,,,,,33,33,,,,,,,
2014,2014-06-16,22:00,LU,3,0,0,1,1,2,O,66023,,,,,,AMHERST,1,ONTARIO,,,11,13,2,3,32,50,11,3,,11,,26,0,0,1,1,61,76,,,,,,,,44,41,,,,,,,,34,34,,,,,,,
2014,2014-06-16,8:45,LU,3,0,0,1,1,2,O,66023,,,,,,BEAUMONT,1,HUTCHISON,O,1,11,13,2,3,32,50,11,1,1,11,06,28,0,0,1,1,76,62,,,,,,,,41,43,,,,,,,,31,31,,,,,,,
2014,2014-06-16,8:55,LU,3,0,0,1,1,2,N,65005,,,,00145,,CURE LABELLE,,,,,11,21,,3,99,,11,1,1,11,09,99,0,0,1,1,76,69,,,,,,,,41,49,,,,,,,,31,31,,,,,,,
2014,2014-06-16,13:00,LU,3,0,0,1,1,2,O,45072,,,,,,PRINCIPALE O,,ST PATRICE,E,25,11,12,2,3,33,50,11,1,1,11,06,33,0,0,1,1,61,76,,,,,,,,41,41,,,,,,,,31,31,,,,,,,
2014,2014-06-16,11:30,LU,3,0,0,1,1,2,O,58227,,,,,,KIMBER,1,HOWARD,,,11,13,2,2,32,50,11,1,1,11,06,23,0,0,1,1,61,76,,,,,,,,44,41,,,,,,,,40,31,,,,,,,
2014,2014-06-16,6:35,LU,3,0,0,1,1,2,O,57005,112,,,,,PERIGNY,1,SALABERRY,,,11,12,2,3,32,70,11,1,1,11,06,26,0,0,1,1,61,76,,,,,,,,44,41,,,,,,,,38,39,,,,,,,
2014,2014-06-16,16:00,LU,3,0,0,1,1,2,O,23027,,,,,,RENE LEVESQUE O,1,HOLLAND,O,,11,13,3,3,34,50,11,1,1,11,06,99,0,0,1,1,66,76,,,,,,,,41,41,,,,,,,,31,31,,,,,,,
2014,2014-06-16,15:25,LU,3,0,0,1,1,2,O,10043,,,,00020,,ST GERMAIN E,,,,,11,13,2,3,33,50,11,1,1,11,06,34,0,0,1,1,61,76,,,,,,,,41,41,,,,,,,,31,31,,,,,,,
2014,2014-06-17,15:16,MA,3,0,0,1,1,2,O,66023,,,,00680,,STE CROIX,,,,,11,14,2,2,34,50,11,1,,11,,33,0,0,1,1,68,76,,,,,,,,49,41,,,,,,,,31,ND,,,,,,,
2014,2014-06-17,12:10,MA,3,0,0,1,1,2,O,66023,,,,,,SHERBROOKE,1,CH DE LA COTE DES NEIGES,,,11,13,3,3,32,50,11,1,1,11,06,99,0,0,1,1,61,76,,,,,,,,47,41,,,,,,,,33,33,,,,,,,
2014,2014-06-17,12:15,MA,3,0,0,1,1,2,O,66023,,,,,,PAPINEAU,1,ONTARIO,N,150,14,13,1,3,33,50,11,1,1,11,06,28,0,0,1,1,61,76,,,,,,,,43,41,,,,,,,,31,31,,,,,,,
2014,2014-06-17,15:30,MA,3,0,0,1,1,2,O,66023,,,,,,ROUEN,1,JOLIETTE,,,11,14,2,2,32,40,11,1,1,11,06,21,0,0,1,1,68,76,,,,,,,,45,45,,,,,,,,40,40,,,,,,,
2014,2014-06-17,23:45,MA,3,0,0,2,2,3,O,66023,,,,,,JARRY,1,ST HUBERT,N,,11,13,3,3,32,50,15,3,5,13,06,26,0,0,1,1,61,76,ND,,,,,,,44,41,ND,,,,,,,33,33,ND,,,,,,
2014,2014-06-17,,MA,3,0,0,1,1,2,,66023,,,,01275,,ROSEMONT,2,DE NORMANVILLE,E,20,11,13,3,3,34,,11,1,,11,,99,0,0,1,1,61,76,,,,,,,,44,ND,,,,,,,,31,ND,,,,,,,
2014,2014-06-17,23:48,MA,3,0,0,1,1,2,O,66023,,,,,,RACHEL,1,ST DENIS,,,11,13,2,3,32,40,15,3,1,12,05,99,0,0,1,1,68,76,,,,,,,,43,41,,,,,,,,33,33,,,,,,,
2014,2014-06-17,16:40,MA,3,0,0,2,2,2,O,66025,,,,06235,,FAC ST ZOTIQUE STL,,,,,11,13,2,2,33,50,11,1,1,11,06,21,0,0,1,1,61,76,,,,,,,,43,44,,,,,,,,40,40,,,,,,,
2014,2014-06-17,18:45,MA,3,0,0,1,1,2,O,66023,,,,,,LIEBERT,1,N-D,N,15,11,14,2,3,33,,12,2,1,11,06,88,0,0,1,1,61,76,,,,,,,,41,ND,,,,,,,,31,ND,,,,,,,
2014,2014-06-17,8:20,MA,3,0,0,1,1,2,O,58012,000,,,,,INT BD SIMARD ET 132,1,BD SIMARD ET 132,S,,11,11,1,2,32,40,11,1,1,11,06,21,0,0,1,1,61,76,,,,,,,,43,41,,,,,,,,40,31,,,,,,,
2014,2014-06-17,14:58,MA,3,0,0,1,1,2,O,58227,,,,,,STE FOY,1,BREBEUF,,,11,14,2,2,32,50,11,1,1,11,06,23,0,0,1,1,61,76,,,,,,,,42,41,,,,,,,,34,34,,,,,,,
2014,2014-06-17,21:04,MA,3,0,0,1,1,2,O,56083,,,,,,GEORGES PHANEUF,1,BD SEMINAIRE N,S,,11,13,2,3,32,50,12,3,1,11,06,21,0,0,1,1,61,76,,,,,,,,41,45,,,,,,,,40,40,,,,,,,
2014,2014-06-17,11:35,MA,3,0,0,1,1,2,N,67045,,,,00725,,BD ST JEAN BAPTISTE,2,STAT,,,11,22,9,3,99,50,11,1,1,11,07,21,0,0,1,1,61,76,,,,,,,,44,41,,,,,,,,31,31,,,,,,,
2014,2014-06-17,13:57,MA,3,0,0,1,1,2,N,73015,,,,00013,,L ARMISTICE,,,O,,11,25,9,2,99,30,11,1,1,11,05,21,0,0,1,1,64,76,,,,,,,,52,41,,,,,,,,31,31,,,,,,,
2014,2014-06-17,13:35,MA,3,0,0,1,1,2,O,64008,,,,01651,,BD DES SEIGNEURS,,,,,13,13,2,2,34,50,11,1,1,11,05,99,0,0,1,1,61,76,,,,,,,,43,41,,,,,,,,31,31,,,,,,,
2014,2014-06-17,15:50,MA,2,0,1,0,1,2,O,72025,344,,,04060,,CH D OKA,1,GIGUERE,N,,11,12,2,2,32,50,11,1,1,11,06,27,0,1,0,1,63,76,,,,,,,,41,44,,,,,,,,31,31,,,,,,,
2014,2014-06-17,18:11,MA,3,0,0,1,1,2,N,74005,117,,,14715,,CURE LABELLE,,,,,11,12,5,5,99,90,12,2,1,11,10,99,0,0,1,1,61,76,,,,,,,,51,41,,,,,,,,31,31,,,,,,,
2014,2014-06-17,17:15,MA,3,0,0,1,1,2,O,23027,,,,00038,,BD CHAMPLAIN,,,S,50,21,13,3,3,33,50,12,1,1,11,06,33,0,0,1,1,61,76,,,,,,,,47,41,,,,,,,,31,31,,,,,,,
2014,2014-06-17,12:45,MA,3,0,0,1,1,2,O,53052,,,,,,CARDIN ET FONTENAC,,,,,11,14,2,2,32,50,11,1,1,11,06,21,0,0,1,1,61,76,,,,,,,,41,41,,,,,,,,40,40,,,,,,,
2014,2014-06-17,20:00,MA,3,0,0,1,1,2,O,70012,,,O,,,RG ROI,1,RG ST CHARLES,E,,21,15,2,5,32,80,12,2,1,11,06,99,0,0,1,1,61,76,,,,,,,,41,44,,,,,,,,31,31,,,,,,,
2014,2014-06-17,11:15,MA,3,0,0,2,2,2,O,09077,,,,,,DES ERABLES,1,ROSS,,,13,14,2,1,33,30,11,1,1,11,06,99,0,0,1,1,71,76,,,,,,,,41,99,,,,,,,,31,31,,,,,,,
2014,2014-06-18,19:30,ME,3,0,0,1,1,2,N,66142,,,,00011,,DAVIGNON,1,THORNTON,,,11,21,9,3,,,11,3,1,11,10,99,0,0,1,1,61,76,,,,,,,,52,41,,,,,,,,31,31,,,,,,,
2014,2014-06-18,12:40,ME,3,0,0,1,1,2,O,66097,,,,,,BORD DU LAC LAKESHORE,1,KINKORA,,,11,14,2,2,32,50,11,1,1,11,06,99,0,0,1,1,61,76,,,,,,,,41,41,,,,,,,,40,31,,,,,,,
2014,2014-06-18,18:59,ME,3,0,0,1,1,2,O,66023,,,,,,JEAN TALON,1,18E AV,,,11,13,3,3,32,50,11,1,1,11,,21,0,0,1,1,61,76,,,,,,,,41,41,,,,,,,,40,31,,,,,,,
2014,2014-06-18,12:02,ME,3,0,0,1,1,2,O,66023,,,,,,RACHEL,1,FABRE,,,11,14,2,2,32,50,11,1,1,11,05,21,0,0,1,1,64,76,,,,,,,,44,41,,,,,,,,31,31,,,,,,,
2014,2014-06-18,11:45,ME,3,0,0,1,1,2,O,37067,,,,,,STE CATHERINE,1,ST FRANCOIS XAVIER,,,11,14,2,2,32,50,12,1,1,11,06,22,0,0,1,1,61,76,,,,,,,,44,41,,,,,,,,40,40,,,,,,,
2014,2014-06-18,7:20,ME,3,0,0,1,1,2,O,43027,,,,00887,,BOWEN S,,,,,13,14,2,1,34,50,11,1,1,11,,99,0,0,1,1,61,76,,,,,,,,44,41,,,,,,,,31,31,,,,,,,
2014,2014-06-18,17:31,ME,3,0,0,1,1,2,O,81017,,,,00281,,AV DES PAYSANS,1,AV DES BUCHERONS,O,10,11,14,2,2,33,40,11,1,1,11,06,99,0,0,1,1,61,76,,,,,,,,41,99,,,,,,,,31,31,,,,,,,
2014,2014-06-18,9:15,ME,3,0,0,1,1,2,O,73015,,,,,,BD CELORON,1,MAURICE CULLEN,,,11,14,4,1,32,30,11,1,1,11,06,21,0,0,1,1,61,76,,,,,,,,41,41,,,,,,,,40,99,,,,,,,
2014,2014-06-18,14:00,ME,2,0,1,0,1,2,O,23027,,,,,,GDE AL,1,LOUIS ST LAURENT,,,11,12,3,3,32,50,12,1,1,11,06,23,0,1,0,1,61,76,,,,,,,,43,41,,,,,,,,40,31,,,,,,,
2014,2014-06-18,8:07,ME,3,0,0,1,1,2,O,86042,,,,,,CH TREMOY,1,8IEME RUE,,,14,14,2,2,32,50,12,1,1,11,09,32,0,0,1,1,61,76,,,,,,,,41,41,,,,,,,,31,40,,,,,,,
2014,2014-06-18,18:20,ME,3,0,0,1,1,2,O,71083,,,,02762,,PERCE NEIGE,,,,,11,14,2,2,33,40,11,1,1,11,06,99,0,0,1,1,76,61,,,,,,,,41,41,,,,,,,,31,31,,,,,,,
2014,2014-06-18,9:25,ME,3,0,0,1,1,2,O,93042,,,,,,DEQUEN,1,DE LA GARE,,,11,14,3,3,32,50,14,1,1,11,06,21,0,0,1,1,61,76,,,,,,,,41,41,,,,,,,,37,35,,,,,,,
2014,2014-06-19,7:05,JE,3,0,0,1,1,2,O,66023,,,,,,DES SEIGNEURS,1,N-D,,,11,13,2,3,32,50,11,1,1,11,06,26,0,0,1,1,61,76,,,,,,,,44,41,,,,,,,,34,34,,,,,,,
2014,2014-06-19,10:30,JE,3,0,0,1,1,2,O,66023,,,,,,ST LAURENT,1,VILLERAY,,,11,14,2,2,33,,11,1,1,11,06,99,0,0,1,1,61,76,,,,,,,,44,41,,,,,,,,37,31,,,,,,,
2014,2014-06-19,1:40,JE,2,0,1,0,1,2,O,66023,,,,,,RACHEL,1,MENTANA,,,11,13,1,3,32,,12,3,2,11,06,21,0,1,0,1,68,76,,,,,,,,41,41,,,,,,,,40,99,,,,,,,
2014,2014-06-19,9:09,JE,3,0,0,1,1,2,O,58012,,,,,,MORTLAKE,1,LOGAN,,,11,14,2,2,32,50,11,1,1,11,06,21,0,0,1,1,61,76,,,,,,,,41,41,,,,,,,,31,40,,,,,,,
2014,2014-06-19,16:40,JE,3,0,0,1,1,2,O,58007,,,,,,ROME,,TRAHAN,N,300,11,13,3,7,99,50,11,1,1,11,06,21,0,0,1,1,61,76,,,,,,,,41,41,,,,,,,,40,40,,,,,,,
2014,2014-06-19,17:20,JE,3,0,0,1,1,2,O,58012,,,,,,,1,AV REGENT ET BD QUEEN,N,,11,14,2,2,32,30,11,1,1,11,06,26,0,0,1,1,61,76,,,,,,,,44,41,,,,,,,,40,40,,,,,,,
2014,2014-06-19,23:14,JE,3,0,0,1,1,2,O,58227,,,,,,GAMACHE,1,BRIAND,,,11,14,2,2,32,50,11,3,1,11,06,21,0,0,1,1,76,61,,,,,,,,45,45,,,,,,,,40,40,,,,,,,
2014,2014-06-19,16:09,JE,3,0,0,1,1,2,O,94068,,,,01090,,DES COLIBRIS,,,,,11,14,2,2,,,11,1,,11,,99,0,0,1,1,61,76,,,,,,,,52,41,,,,,,,,31,31,,,,,,,
2014,2014-06-19,9:04,JE,3,0,0,1,1,2,O,75017,,,,02150,,LABELLE,,,S,,11,12,3,3,34,60,11,1,1,11,07,99,0,0,1,1,61,76,,,,,,,,43,41,,,,,,,,31,31,,,,,,,
2014,2014-06-20,9:05,VE,3,0,0,1,1,2,O,66023,,,,,,COTE ST LUC,1,CORONATION,O,20,11,13,3,3,33,50,11,1,1,11,03,34,0,0,1,1,61,76,,,,,,,,55,ND,,,,,,,,31,ND,,,,,,,
2014,2014-06-20,11:40,VE,3,0,0,1,1,2,O,66023,,,,00340,,SENECAL,1,BANNON,N,150,11,14,2,2,34,40,11,1,1,11,06,99,0,0,1,1,61,76,,,,,,,,52,41,,,,,,,,31,31,,,,,,,
2014,2014-06-20,17:35,VE,3,0,0,1,1,2,O,66023,,,,,,SPRINGLAND,1,HAMILTON,,,11,14,2,2,32,40,11,1,1,11,06,88,0,0,1,1,76,61,,,,,,,,45,45,,,,,,,,40,40,,,,,,,
2014,2014-06-20,16:50,VE,3,0,0,1,1,2,O,66023,,,,00084,,STE CATHERINE O,2,A L ARR DE L ADRESSE,S,25,11,13,1,3,33,50,11,1,1,11,09,26,0,0,1,1,61,76,,,,,,,,44,41,,,,,,,,31,31,,,,,,,
2014,2014-06-20,11:15,VE,3,0,0,1,1,2,O,66023,,,,,,CREMAZIE,1,CHRISTOPHE COLOMB,,,11,13,3,3,32,50,11,1,1,11,06,99,0,0,1,1,76,61,,,,,,,,41,43,,,,,,,,37,37,,,,,,,
2014,2014-06-20,11:15,VE,3,0,0,1,1,2,O,25213,,,,,,ALPHONSE DESJARDINS,1,ETIENNE DALLAIRE,,,11,13,3,3,32,70,11,1,1,11,06,99,0,0,1,1,61,76,,,,,,,,43,41,,,,,,,,37,35,,,,,,,
2014,2014-06-20,8:35,VE,3,0,0,1,1,2,O,58012,,,,,,,1,RIVERSIDE ET BOLTON,,,11,13,2,2,32,50,11,1,1,11,05,21,0,0,1,1,61,76,,,,,,,,44,41,,,,,,,,40,40,,,,,,,
2014,2014-06-20,18:13,VE,3,0,0,1,1,2,O,58227,,,,,,CURE POIRIER O,1,JOLIETTE,N,15,11,14,2,3,32,50,11,1,1,11,06,21,0,0,1,1,61,76,,,,,,,,41,41,,,,,,,,37,40,,,,,,,
2014,2014-06-20,19:23,VE,3,0,0,1,1,2,O,58227,134,,,,,,,BD TASCHEREAU ET LAWRENCE,,4,11,12,3,3,32,50,11,1,1,11,01,99,0,0,1,1,76,61,,,,,,,,41,45,,,,,,,,31,31,,,,,,,
2014,2014-06-20,12:50,VE,3,0,0,1,1,2,O,73005,,,,,,GDE AL,1,CARPENTIER,,,11,13,3,3,32,40,11,1,1,11,06,99,0,0,1,1,61,76,,,,,,,,45,41,,,,,,,,40,31,,,,,,,
2014,2014-06-20,10:43,VE,3,0,0,2,2,3,O,23027,,,,,,BD VALCARTIER,1,MARTINEAU,,,11,13,2,5,32,,11,1,1,11,06,26,0,0,2,2,61,76,76,,,,,,,44,41,41,,,,,,,40,40,40,,,,,,
2014,2014-06-20,16:30,VE,3,0,0,1,1,2,O,99025,167,,,00806,,3E RUE,2,FACE A L ENTR,,,11,12,2,2,34,50,12,1,1,11,09,26,0,0,1,1,61,76,,,,,,,,43,41,,,,,,,,31,31,,,,,,,
2014,2014-06-21,11:40,SA,3,0,0,1,1,2,O,66023,,,,,,DU PARC,1,DES PINS,,10,13,13,3,7,33,50,11,1,1,11,06,34,0,0,1,1,61,76,,,,,,,,55,41,,,,,,,,31,31,,,,,,,
2014,2014-06-21,16:52,SA,3,0,0,1,1,2,O,58227,,,,01796,,CH CHAMBLY,,,,,11,13,3,3,34,50,11,1,1,11,06,33,0,0,1,1,76,61,,,,,,,,41,49,,,,,,,,31,31,,,,,,,
2014,2014-06-22,10:15,DI,3,0,0,1,1,2,O,66023,,,,,,AV DECELLES,1,AV TROIE,,,12,14,2,2,32,40,11,1,1,11,06,99,0,0,1,1,61,76,,,,,,,,44,ND,,,,,,,,31,ND,,,,,,,
2014,2014-06-22,19:30,DI,2,0,1,0,1,2,O,66023,,,,10589,,ST HUBERT,,,,,11,13,2,2,34,,11,1,1,11,06,99,0,1,0,1,76,61,,,,,,,,41,41,,,,,,,,31,31,,,,,,,
2014,2014-06-22,,DI,3,0,0,1,1,2,O,66023,,,,,,DENIS PAPIN,1,25E AV,,,11,14,2,2,32,30,11,1,,11,,99,0,0,1,1,61,76,,,,,,,,45,ND,,,,,,,,40,ND,,,,,,,
2014,2014-06-22,21:30,DI,3,0,0,1,1,2,O,66023,,,,,,,1,PAPINEAU ET ST ZOTIQUE,N,5,11,13,3,3,32,50,11,2,1,11,06,26,0,0,1,1,61,76,,,,,,,,44,41,,,,,,,,ND,ND,,,,,,,
2014,2014-06-22,15:43,DI,3,0,0,1,1,2,O,66023,,,,,,DULUTH E,,LAVAL,,,11,,1,3,32,40,11,1,5,11,06,21,0,0,1,1,68,76,,,,,,,,41,41,,,,,,,,40,31,,,,,,,
2014,2014-06-22,18:25,DI,3,0,0,1,1,2,O,58007,,,,,,ROME,1,SAGUENAY,O,400,11,13,3,7,99,50,11,1,1,11,05,21,0,0,1,1,61,76,,,,,,,,41,ND,,,,,,,,40,ND,,,,,,,
2014,2014-06-22,12:45,DI,3,0,0,1,1,2,O,56083,,,,00190,,LAURIER,2,BIBLIOTHEQUE DE ST JEAN,S,30,11,14,2,2,34,50,11,1,1,11,06,88,0,0,1,1,61,76,,,,,,,,52,59,,,,,,,,31,31,,,,,,,
2014,2014-06-22,17:40,DI,3,0,0,1,1,2,O,23027,,,,,,BIGAOUETTE,1,MONTMARTE,,,11,14,2,2,32,50,11,1,1,11,06,21,0,0,1,1,61,76,,,,,,,,41,41,,,,,,,,40,40,,,,,,,
2014,2014-06-22,12:41,DI,3,0,0,1,1,2,O,49058,,,,,,BD ST JOSEPH,1,ST EDOUARD,N,,11,13,3,3,32,50,11,1,1,11,06,21,0,0,1,1,61,76,,,,,,,,41,41,,,,,,,,34,34,,,,,,,
2014,2014-06-23,21:36,LU,3,0,0,1,1,2,N,66023,,,,00981,,DECARIE,1,COTE VERTU,S,,11,13,1,3,99,,11,3,1,11,09,21,0,0,1,1,76,61,,,,,,,,41,46,,,,,,,,31,31,,,,,,,
2014,2014-06-23,15:40,LU,3,0,0,1,1,2,O,66023,,,,02170,,PLESSIS,2,FACE A,O,,13,14,2,2,99,,11,1,1,11,06,28,0,0,1,1,61,76,,,,,,,,43,41,,,,,,,,31,31,,,,,,,
2014,2014-06-23,17:00,LU,3,0,0,1,1,2,O,66023,,,,,,PRINCE ARTHUR,1,ST URBAIN,,,11,13,1,3,32,,11,1,1,11,05,27,0,0,1,1,76,61,,,,,,,,44,41,,,,,,,,33,33,,,,,,,
2014,2014-06-23,3:00,LU,3,0,0,1,1,2,O,66023,,,,,,DE BELLECHASSE,1,ST MICHEL,O,,11,13,2,2,32,50,11,3,1,11,06,28,0,0,1,1,61,76,,,,,,,,43,41,,,,,,,,31,31,,,,,,,
2014,2014-06-23,12:53,LU,3,0,0,1,1,2,O,66023,,,,,,13E,1,ROSEMONT,,,11,14,1,2,32,50,11,1,1,11,06,21,0,0,1,1,61,76,,,,,,,,45,44,,,,,,,,40,31,,,,,,,
2014,2014-06-23,22:25,LU,3,0,0,1,1,2,O,65005,,,,00220,,BD CARTIER O,,,,,11,11,4,2,34,,11,3,1,11,10,99,0,0,1,1,61,76,,,,,,,,51,41,,,,,,,,31,31,,,,,,,
2014,2014-06-23,15:22,LU,3,0,0,1,1,2,O,25213,,,N,,,CLAUDE JUTRAS,1,RTE DU PONT,,,11,13,2,3,32,50,11,1,1,11,06,21,0,0,1,1,61,76,,,,,,,,41,41,,,,,,,,31,40,,,,,,,
2014,2014-06-23,12:38,LU,3,0,0,1,1,2,O,37067,,,,,,ST FRANCOIS XAVIER,1,ST JACQUES,,,11,14,2,2,32,,11,1,1,11,,99,0,0,1,1,61,76,,,,,,,,41,44,,,,,,,,31,40,,,,,,,
2014,2014-06-23,19:48,LU,3,0,0,1,1,2,O,89804,,,,,,FACE AU 54 MATOITEIA,,,,,11,14,2,2,,50,11,1,1,11,06,99,0,0,1,1,61,76,,,,,,,,41,ND,,,,,,,,31,ND,,,,,,,
2014,2014-06-23,17:00,LU,3,0,0,1,1,2,O,71075,,,,00187,,5E BOULEVARD,,,,,11,14,2,2,34,50,11,1,1,11,06,23,0,0,1,1,61,76,,,,,,,,41,43,,,,,,,,31,31,,,,,,,
2014,2014-06-24,12:03,MA,3,0,0,1,1,2,O,66035,,,,,,GALT,1,BD LASALLE,,,11,13,1,2,32,,14,1,1,12,06,99,0,0,1,1,68,76,,,,,,,,44,41,,,,,,,,38,33,,,,,,,
2014,2014-06-24,21:40,MA,3,0,0,1,1,2,O,66023,,,,,,LACORDAIRE,1,ROBERT,,,11,13,3,2,32,50,12,3,1,11,06,26,0,0,1,1,61,76,,,,,,,,43,41,,,,,,,,33,33,,,,,,,
2014,2014-06-24,13:11,MA,3,0,0,1,1,2,O,43027,,,,,,MCMANAMY,1,GALT O,,,13,13,3,3,32,50,14,1,1,12,06,99,0,0,1,1,61,76,,,,,,,,ND,ND,,,,,,,,ND,ND,,,,,,,
2014,2014-06-24,12:30,MA,3,0,0,1,1,2,O,02028,132,,,00055,,BD RENE LEVESQUES E,1,AV REHEL,E,100,14,12,2,3,33,70,11,1,1,11,06,99,0,0,1,1,76,61,,,,,,,,41,44,,,,,,,,31,31,,,,,,,
2014,2014-06-25,16:05,ME,3,0,0,1,1,2,O,66097,,,,00183,,HYMUS,2,HASTING,,,11,13,3,3,32,50,11,1,1,11,06,28,0,0,1,1,76,62,,,,,,,,41,43,,,,,,,,31,31,,,,,,,
2014,2014-06-25,14:18,ME,3,0,0,1,1,2,N,66023,,,,00303,,N-D E,1,GOSFORD,E,30,11,13,2,3,33,40,11,1,1,11,06,99,0,0,1,1,61,76,,,,,,,,56,41,,,,,,,,31,31,,,,,,,
2014,2014-06-25,15:30,ME,3,0,0,1,1,2,O,58033,,,,02700,,BD JACQUES CARTIER E,2,BOULANGERIE WESTON,S,2,11,13,3,3,34,,11,1,1,11,06,21,0,0,1,1,76,61,,,,,,,,41,43,,,,,,,,40,ND,,,,,,,
2014,2014-06-25,17:40,ME,3,0,0,1,1,2,O,70022,,,,00016,,BD LUSSIER,,,,,11,14,5,2,34,50,11,1,1,11,06,34,0,0,1,1,61,76,,,,,,,,41,41,,,,,,,,31,31,,,,,,,
2014,2014-06-25,11:12,ME,3,0,0,1,1,2,O,75015,158,,O,00291,,LACHAPELLE,,,O,,11,12,3,4,34,50,11,1,1,11,06,33,0,0,1,1,61,76,,,,,,,,41,ND,,,,,,,,31,ND,,,,,,,
2014,2014-06-25,20:00,ME,3,0,0,1,1,2,O,60013,,,,,,LANGELIER ET LAMONTAGNE,1,,,,11,14,2,2,32,50,11,1,1,11,06,99,0,0,1,1,61,76,,,,,,,,44,41,,,,,,,,31,31,,,,,,,
2014,2014-06-25,20:10,ME,3,0,0,1,1,2,O,54048,,,,01325,,DES CASCADES,,,,,11,13,1,3,34,50,12,1,1,11,06,99,0,0,1,1,61,76,,,,,,,,49,ND,,,,,,,,31,31,,,,,,,
2014,2014-06-25,18:15,ME,3,0,0,1,1,2,O,93042,,,,,,GAUHTIER,1,BEGIN,O,,11,14,2,2,32,50,11,1,,11,,21,0,0,1,1,61,76,,,,,,,,44,41,,,,,,,,40,40,,,,,,,
2014,2014-06-26,15:45,JE,3,0,0,1,1,2,O,66023,,,,,,AV PARC,1,AV DES PINS,,,13,13,3,2,32,50,11,1,1,11,06,28,0,0,1,1,61,76,,,,,,,,43,41,,,,,,,,33,ND,,,,,,,
2014,2014-06-26,18:50,JE,3,0,0,1,1,2,O,66023,,,,07080,,GONCOURT,,,,,11,14,2,2,32,,11,1,1,11,06,99,0,0,1,1,61,76,,,,,,,,ND,41,,,,,,,,ND,31,,,,,,,
2014,2014-06-26,10:00,JE,3,0,0,1,1,2,O,66007,,,,,,,,PRES 10150 N-D,,,11,13,2,3,32,50,11,1,1,11,05,99,0,0,1,1,61,76,,,,,,,,44,ND,,,,,,,,37,ND,,,,,,,
2014,2014-06-26,15:45,JE,3,0,0,1,1,2,O,65005,,,,,,BD SAMSON,1,CLEOPHAS CHARBONNEAU,,,11,13,4,3,32,50,11,1,1,11,06,21,0,0,1,1,76,61,,,,,,,,41,41,,,,,,,,34,34,,,,,,,
2014,2014-06-26,12:06,JE,3,0,0,1,1,2,O,43027,,,,,,KENNEDY N,1,KING E,,,13,12,2,3,32,50,11,1,1,11,06,28,0,0,1,1,61,76,,,,,,,,43,41,,,,,,,,31,31,,,,,,,
2014,2014-06-26,18:54,JE,3,0,0,1,1,2,O,81017,,,,,,BD MALONEY E,1,MAIN,N,,11,13,3,3,32,50,11,1,1,11,06,99,0,0,1,1,61,76,,,,,,,,43,41,,,,,,,,37,37,,,,,,,
2014,2014-06-26,19:00,JE,3,0,0,1,1,2,O,82025,,,,,,CH DU LAC MEECH,1,STAT P13,,,11,15,2,5,34,50,11,1,1,11,06,26,0,0,1,1,61,76,,,,,,,,44,41,,,,,,,,31,31,,,,,,,
2014,2014-06-26,9:35,JE,3,0,0,1,1,2,O,58227,,,,05245,,BD COUSINEAU FACE,,,,,11,12,3,3,33,50,11,1,1,11,06,99,0,0,1,1,76,61,,,,,,,,41,41,,,,,,,,31,ND,,,,,,,
2014,2014-06-26,17:40,JE,3,0,0,1,1,2,O,58227,,,,00550,,CH CHAMBLY,2,,E,10,11,13,5,3,33,50,11,1,1,11,06,21,0,0,1,1,61,76,,,,,,,,41,41,,,,,,,,99,31,,,,,,,
2014,2014-06-26,10:43,JE,3,0,0,1,1,2,O,59010,,,,,,FER A CHEVAL,1,ARMAND FRAPPIER OU STIE A 20 O,,,11,13,3,3,32,50,11,1,1,11,05,99,0,0,1,1,61,76,,,,,,,,43,41,,,,,,,,33,99,,,,,,,
