AN,DT_ACCDN,HR_ACCDN,JR_SEMN_ACCDN,ID_GR,NB_MORT_C,NB_BLESE_GRAVE_C,NB_BLESE_LEGER_C,NB_VICTIMES,NB_VEH_ACCDN_C,IN_ACCDN_CHMIN_PBL,CD_MUNCP,NO_ROUTE,BORNE_KM_ACCDN,CD_PNT_CDRNL_ROUTE,NO_CIVIQ_ACCDN,SFX_NO_CIVIQ_ACCDN,RUE_ACCDN,TP_REPRR_ACCDN,ACCDN_PRES_DE,CD_PNT_CDRNL_REPRR,NB_METRE_DIST_ACCD,CD_ASPCT_ROUTE,CD_CATEG_ROUTE,CD_CONFG_ROUTE,CD_ENVRN_ACCDN,CD_LOCLN_ACCDN,VITSS_AUTOR,CD_COND_METEO,CD_ECLRM,CD_ETAT_CHASS,CD_ETAT_SURFC,CD_POSI_ACCDN,CD_IMPAC_ACCDN,CYC_MORT,CYC_GRAVE,CYC_LEGER,CYC_TOTAL,TYP_VEH_1,TYP_VEH_2,TYP_VEH_3,TYP_VEH_4,MOUV_VEH_1,MOUV_VEH_2,MOUV_VEH_3,MOUV_VEH_4,SIGN_VEH_1,SIGN_VEH_2,SIGN_VEH_3,SIGN_VEH_4
2013,2013-06-04,12:04,MA,3,0,0,1,1,2,O,53052,,,,03213,,MONTMAGNY,1,ST LAURENT,O,20,11,14,2,2,33,50,11,1,1,11,06,21,0,0,1,1,61,76,,,41,ND,,,31,ND,,
2013,2013-06-04,17:40,MA,3,0,0,1,1,2,O,49058,,,,,,RTE 122,1,BD FOUCAULT,,,11,12,3,3,32,70,11,1,1,11,06,27,0,0,1,1,76,70,,,44,41,,,34,34,,
2013,2013-06-04,19:35,MA,3,0,0,1,1,2,O,71083,,,,00227,,AV ST CHARLES,1,,,,11,13,2,3,33,50,11,1,1,11,09,21,0,0,1,1,76,61,,,41,41,,,31,31,,
2013,2013-06-05,8:00,ME,3,0,0,1,1,2,O,66023,,,,,,BANNANTYNE,1,DESMARCHAIS,O,20,11,14,2,1,32,40,11,1,1,11,06,28,0,0,1,1,61,76,,,54,41,,,31,31,,
2013,2013-06-05,8:50,ME,3,0,0,1,1,2,O,66023,,,,,,BERRI,1,RENE LEVESQUE E,,,11,13,3,3,32,50,11,1,1,11,05,28,0,0,1,1,61,76,,,43,41,,,33,33,,
2013,2013-06-05,13:00,ME,3,0,0,1,1,2,O,66023,,,,09151,,BD ST LAURENT,2,FACE,,,11,13,3,3,33,50,11,1,1,11,06,99,0,0,1,1,61,76,,,43,41,,,31,31,,
2013,2013-06-05,13:42,ME,3,0,0,1,1,2,O,66023,,,,,,ST URBAIN,1,MT ROYAL,,,11,13,1,3,32,50,11,1,1,11,06,21,0,0,1,1,61,76,,,41,41,,,33,33,,
2013,2013-06-05,16:31,ME,3,0,0,1,1,2,O,75017,,,,,,MGR DUBOIS,1,PARE,N,,11,13,2,3,32,50,12,1,1,11,06,21,0,0,1,1,61,76,,,43,41,,,34,39,,
2013,2013-06-05,20:06,ME,3,0,0,2,2,2,O,23027,,,,,,,1,HENRY LANDRY ET ALPHONSE LACOURSIE,E,,11,14,2,2,32,30,11,1,1,11,06,99,0,0,1,1,61,76,,,41,44,,,31,40,,
2013,2013-06-05,13:04,ME,3,0,0,1,1,2,O,61040,343,,N,00351,,RTE 343,,,,,11,12,2,5,32,90,11,1,1,11,06,99,0,0,1,1,61,76,,,41,ND,,,42,ND,,
2013,2013-06-06,9:50,JE,3,0,0,1,1,2,O,66023,,,,,,BEAUBIEN,1,ECORES,S,,11,14,2,3,32,50,,1,1,11,06,26,0,0,1,1,61,76,,,43,41,,,34,34,,
2013,2013-06-06,22:05,JE,3,0,0,1,1,2,O,66023,,,,01883,,BELLECHASSE,2,CARTIER,E,20,11,14,2,1,34,50,14,3,1,12,06,33,0,0,1,1,61,76,,,41,41,,,31,31,,
2013,2013-06-06,18:20,JE,3,0,0,1,1,2,O,66023,,,,,,MARQUETTE,1,GILFORD,S,,11,14,1,2,32,,14,1,1,12,,21,0,0,1,1,61,76,,,45,41,,,31,31,,
2013,2013-06-06,17:30,JE,3,0,0,1,1,2,O,66023,,,,,,ST URBAIN,1,DES PINS,S,,11,13,1,3,32,,14,1,1,12,,28,0,0,1,1,61,76,,,43,41,,,37,37,,
2013,2013-06-06,16:00,JE,3,0,0,1,1,2,O,66025,,,,,,DICKSON,2,N-D,N,50,11,13,,3,33,50,12,1,1,12,09,99,0,0,1,1,76,61,,,41,43,,,31,31,,
2013,2013-06-06,9:15,JE,3,0,0,1,1,2,O,65005,,,,01535,,ST MARTIN O,,,,,11,13,1,3,34,,12,1,1,11,09,99,0,0,1,1,76,61,,,41,43,,,31,31,,
2013,2013-06-06,10:26,JE,3,0,0,1,1,2,O,58033,,,,,,MARIE VICTORIN,1,DE MESY,,,11,13,2,2,32,50,12,1,1,11,06,99,0,0,1,1,61,76,,,41,41,,,40,40,,
2013,2013-06-06,17:15,JE,3,0,0,1,1,2,O,57040,,,,,,ST PIERRE,1,ST JOSEPH,,,11,14,2,2,32,50,12,1,1,12,06,21,0,0,1,1,61,76,,,41,ND,,,40,ND,,
2013,2013-06-06,11:00,JE,3,0,0,1,1,2,N,23027,,,,01050,,CH STE FOY,,,E,,14,21,2,9,,50,11,1,1,11,10,23,0,0,1,1,76,61,,,41,43,,,31,ND,,
2013,2013-06-06,16:01,JE,3,0,0,1,1,2,O,62007,131,,S,,,CH ST JEAN,1,2E RG RAMSAY,,,11,12,2,5,32,90,12,1,1,12,06,21,0,0,1,1,61,76,,,41,45,,,31,40,,
2013,2013-06-06,0:01,JE,3,0,0,2,2,3,O,71070,,,,00113,,5EME AV,,,,,11,13,2,2,32,50,11,3,1,11,05,99,0,0,2,2,76,76,61,,41,41,43,,31,31,31,
2013,2013-06-07,22:23,VE,3,0,0,1,1,2,O,66023,,,,,,BD DE MAISONNEUVE O,1,DU FORT,,,11,14,1,3,32,,14,3,1,12,,26,0,0,1,1,61,76,,,44,41,,,37,37,,
2013,2013-06-08,3:20,SA,3,0,0,1,1,2,O,66023,,,,11770,,GOUIN O,,,,,11,13,2,3,33,40,12,3,1,12,06,33,0,0,1,1,61,76,,,41,ND,,,31,ND,,
2013,2013-06-08,10:59,SA,3,0,0,1,1,2,O,65005,,,,,,BD CARTIER O,1,DE BAYEUX,,,11,13,4,3,32,50,14,1,1,12,06,21,0,0,1,1,61,76,,,43,41,,,40,31,,
2013,2013-06-08,11:25,SA,3,0,0,1,1,2,O,37067,,,,,,THIBEAU,1,VAILLANCOURT,,,11,13,3,3,32,50,14,1,1,12,06,99,0,0,1,1,61,76,,,43,41,,,34,39,,
2013,2013-06-09,12:05,DI,3,0,0,1,1,2,O,66023,,,,,,COTE STE CATHERINE,1,PAGNUELO,,,11,13,2,2,32,,11,1,1,11,06,28,0,0,1,1,76,61,,,41,43,,,37,37,,
2013,2013-06-09,9:30,DI,3,0,0,1,1,2,O,66023,,,,,,STIRLING,1,COTE STE CATHERINE,S,20,13,14,1,2,33,,,1,1,,06,33,0,0,1,1,61,76,,,41,41,,,ND,ND,,
2013,2013-06-09,15:05,DI,3,0,0,1,1,2,O,66023,,,,,,SAURIOL,1,CHRISTOPHE COLOMB,,,11,14,3,2,32,40,11,1,1,11,06,99,0,0,1,1,76,61,,,44,41,,,34,34,,
2013,2013-06-09,16:55,DI,3,0,0,1,1,2,O,66023,,,,05900,,SHERBROOKE,1,BOSSUET,O,10,11,13,4,3,33,50,11,1,1,11,06,99,0,0,1,1,61,76,,,43,41,,,31,31,,
2013,2013-06-09,19:22,DI,3,0,0,1,1,2,N,81017,,,,,,BD ST RENE O,2,906 BD ST RENE O,S,50,11,21,,2,99,,11,1,,11,,99,0,0,1,1,61,76,,,41,ND,,,31,ND,,
2013,2013-06-09,17:39,DI,3,0,0,1,1,2,O,58007,,,,02148,,BD LAPINIERE,,,O,,11,13,3,3,34,50,11,1,1,11,09,21,0,0,1,1,61,76,,,46,41,,,31,31,,
2013,2013-06-09,9:57,DI,3,0,0,1,1,2,O,57035,133,,,,,CH PATRIOTES S,1,BOUCHER,,,11,12,2,5,32,50,11,1,1,11,06,22,0,0,1,1,61,76,,,44,41,,,40,31,,
2013,2013-06-09,19:30,DI,3,0,0,1,1,2,O,59010,,,,00566,,BD JULES CHOQUET,1,PRINCIPALE,S,50,11,21,9,3,33,40,11,1,1,11,10,37,0,0,1,1,76,61,,,51,41,,,31,31,,
2013,2013-06-09,12:37,DI,3,0,0,1,1,2,,94068,,,,00703,,ALBERT,,,,,14,14,2,1,34,50,12,1,1,11,06,27,0,0,1,1,61,76,,,45,41,,,31,31,,
2013,2013-06-09,14:05,DI,3,0,0,1,1,2,N,23027,,,,01177,,PIE XI S,,,,,11,22,,3,,50,12,1,1,11,07,25,0,0,1,1,61,76,,,43,41,,,31,31,,
2013,2013-06-09,11:10,DI,3,0,0,1,1,2,O,49058,,,,,,BD DES FORGES,1,LINDSAY,,,11,14,2,3,32,50,11,1,1,11,06,21,0,0,1,1,76,61,,,41,41,,,34,34,,
2013,2013-06-10,18:45,LU,3,0,0,1,1,2,O,66142,,,,,,WESTPARK,1,WILSON,N,50,11,14,2,7,34,30,11,1,,11,,21,0,0,1,1,61,76,,,41,41,,,31,31,,
2013,2013-06-10,8:40,LU,3,0,0,1,1,2,O,66023,,,,,,STANLEY,1,MAISONNEUVE O,,,11,19,1,3,32,50,11,1,1,11,05,26,0,0,1,1,61,76,,,44,41,,,33,33,,
2013,2013-06-10,7:11,LU,3,0,0,1,1,2,O,66023,,,,,,LANGELIER,1,LEGER,,,11,13,4,3,32,50,11,1,1,11,06,21,0,0,1,1,61,76,,,41,41,,,33,33,,
2013,2013-06-10,13:30,LU,3,0,0,1,1,3,O,65005,,,,04919,,N-D,,,,,11,13,5,3,34,50,11,1,1,11,06,21,0,0,1,1,61,76,76,,43,41,41,,31,31,31,
2013,2013-06-10,12:26,LU,3,0,0,1,1,2,O,43027,,,,,,BD DE PORTLAND,1,VIMY,,,11,13,3,2,32,50,11,1,1,11,06,26,0,0,1,1,61,76,,,44,41,,,31,31,,
2013,2013-06-10,16:00,LU,3,0,0,1,1,2,O,58227,,,,,,JACQUES CARTIER E,1,GAMACHE,,,11,13,5,2,32,50,11,1,1,11,06,21,0,0,1,1,61,76,,,41,41,,,40,31,,
2013,2013-06-10,19:50,LU,3,0,0,2,2,3,O,57040,,,,,,DUPRE,1,BERNARD PILON,,,11,14,2,2,32,50,11,1,1,11,06,99,0,0,2,2,61,76,76,,45,41,41,,40,31,31,
2013,2013-06-10,19:45,LU,3,0,0,1,1,2,O,57020,,,,,,BD DU MILLENAIRE,1,PRINCIPALE,,,11,13,,2,32,50,11,1,1,11,06,28,0,0,1,1,61,76,,,43,41,,,37,37,,
2013,2013-06-10,15:42,LU,3,0,0,1,1,2,O,23027,,,,,,BELVEDERE,1,PERE MARQUETTE,N,,11,14,1,2,32,50,11,1,1,11,06,21,0,0,1,1,61,76,,,41,41,,,33,33,,
2013,2013-06-10,19:50,LU,3,0,0,1,1,2,O,23027,,,,00100,,3IEME AV,1,1RE RUE,,,11,13,2,3,32,50,11,1,1,11,06,21,0,0,1,1,61,76,,,42,41,,,34,35,,
2013,2013-06-10,17:17,LU,3,0,0,1,1,2,O,54025,,,,,,BD LAURIER,1,PLANTE,,,11,12,3,2,32,50,11,1,1,11,06,24,0,0,1,1,76,61,,,41,44,,,31,40,,
2013,2013-06-10,15:05,LU,3,0,0,1,1,2,N,70052,,,,00047,,BORD DE L EAU,1,SEGUIN,E,40,11,29,9,2,99,50,11,1,1,11,05,99,0,0,1,1,69,76,,,45,41,,,31,31,,
2013,2013-06-11,15:00,MA,3,0,0,1,1,2,O,66023,,,,,,DU COLLEGE,1,ST AUBIN,,,11,14,2,2,32,,14,2,1,12,06,21,0,0,1,1,61,76,,,41,41,,,31,40,,
2013,2013-06-11,23:00,MA,3,0,0,1,1,2,O,66023,,,,,,DOLLARD,1,ST PATRICK,S,10,11,13,,3,33,,14,3,1,12,,99,0,0,1,1,61,76,,,52,41,,,33,31,,
2013,2013-06-11,9:30,MA,3,0,0,1,1,2,O,66023,,,,,,,1,COTE STE CATHERINE ET LEGARE,N,,14,12,3,2,32,50,14,1,1,12,06,99,0,0,1,1,61,76,,,44,41,,,99,99,,
2013,2013-06-11,8:00,MA,3,0,0,1,1,2,O,66023,,,,,,CREMAZIE,1,8IEME AV,,,11,13,1,3,32,50,15,1,,12,,21,0,0,1,1,76,61,,,41,41,,,99,40,,
2013,2013-06-11,8:00,MA,3,0,0,1,1,2,O,66023,,,,,,DES PINS,1,DU PARC,,,11,13,3,3,32,50,14,1,1,12,06,99,0,0,1,1,61,76,,,44,41,,,34,33,,
2013,2013-06-11,7:27,MA,3,0,0,1,1,2,O,65005,,,,,,BD LEVESQUE E,1,COUSINEAU,,,11,14,2,2,32,50,14,1,1,12,06,33,0,0,1,1,61,76,,,41,41,,,40,40,,
2013,2013-06-11,16:30,MA,3,0,0,1,1,2,O,65005,,,,00388,,BD DAGENAIS E,,,,,11,13,,2,99,,14,1,1,12,10,99,0,0,1,1,76,61,,,41,99,,,31,31,,
2013,2013-06-11,13:42,MA,3,0,0,1,1,2,O,58037,,,,00093,,SEIGNEURIAL O,,,,,13,13,5,2,99,50,14,1,1,12,07,21,0,0,1,1,76,61,,,41,43,,,31,31,,
2013,2013-06-11,11:15,MA,3,0,0,1,1,2,O,67050,,,,,,BD SALABERRY S,1,DE LA VERDURE,,,11,14,3,2,32,30,14,1,1,12,06,99,0,0,1,1,76,61,,,41,44,,,40,40,,
2013,2013-06-12,19:45,ME,3,0,0,1,1,2,O,66023,,,,,,WELLINGTON,1,CHARLEVOIX,,,11,13,2,2,33,50,11,1,1,11,05,26,0,0,1,1,61,76,,,44,41,,,34,34,,
2013,2013-06-12,8:13,ME,3,0,0,1,1,2,O,66023,,,,,,PRESIDENT KENNEDY,,,,,11,13,2,3,34,,12,1,1,11,06,99,0,0,1,1,61,76,,,44,41,,,31,31,,
2013,2013-06-12,18:00,ME,3,0,0,1,1,2,O,66023,,,,00966,,STE CATHERINE O,,,,,11,13,1,3,33,50,11,1,1,11,06,33,0,0,1,1,76,61,,,41,46,,,31,31,,
2013,2013-06-12,15:40,ME,3,0,0,1,1,2,O,66023,,,,,,RENE LEVESQE E,1,LABELLE,,,11,13,3,3,32,,11,1,1,11,05,28,0,0,1,1,61,76,,,43,41,,,31,31,,
2013,2013-06-12,8:40,ME,3,0,0,1,1,2,O,66023,,,,,,SHERBROOKE,1,FRONTENAC,,,11,13,3,2,32,50,11,1,1,11,06,99,0,0,1,1,61,76,,,43,41,,,38,38,,
2013,2013-06-12,11:10,ME,3,0,0,1,1,2,,66023,,,,,,VIAU,1,ROUEN,,,11,13,1,2,32,,11,1,1,11,,99,0,0,1,1,76,61,,,41,43,,,33,33,,
2013,2013-06-12,17:25,ME,3,0,0,1,1,2,O,66023,,,,,,PAPINEAU,,JARRY,,,11,13,1,2,33,50,11,1,1,11,06,99,0,0,1,1,61,76,,,47,41,,,31,31,,
2013,2013-06-12,17:45,ME,3,0,0,1,1,2,O,66023,,,,,,ST LAURENT,1,FAILLON,,,11,13,3,3,32,50,11,1,1,11,06,26,0,0,1,1,61,76,,,44,41,,,33,33,,
2013,2013-06-12,9:30,ME,3,0,0,1,1,2,O,66023,,,,03570,,ST URBAIN,,PRINCE ARTHUR O,S,20,11,13,1,3,33,,11,1,1,11,,28,0,0,1,1,61,76,,,43,41,,,31,31,,
2013,2013-06-12,11:30,ME,3,0,0,1,1,2,O,66023,,,,,,ST URBAIN,1,DES PINS,S,,13,13,1,3,32,,11,1,1,11,,28,0,0,1,1,68,76,,,43,41,,,37,37,,
2013,2013-06-12,15:00,ME,3,0,0,1,1,2,O,66023,,,,,,RACHEL,1,PAPINEAU,,,11,13,2,3,32,,11,1,1,11,06,27,0,0,1,1,76,61,,,41,43,,,33,33,,
2013,2013-06-12,16:04,ME,3,0,0,1,1,2,O,66023,,,,04295,,ST DENIS,1,MARIE ANNE,S,25,11,13,3,3,33,50,11,1,1,11,06,99,0,0,1,1,61,76,,,41,41,,,31,31,,
2013,2013-06-12,18:00,ME,3,0,0,1,1,2,O,66023,,,,,,VIAU,1,BELLECHASSE,,,11,13,2,2,32,50,11,1,1,11,,99,0,0,1,1,68,76,,,44,41,,,33,33,,
2013,2013-06-12,20:00,ME,3,0,0,1,1,2,O,66023,,,,,,BD ST JEAN BAPTISTE,1,VICTORIA,,,11,13,2,2,32,50,11,2,,11,,99,0,0,1,1,61,76,,,41,41,,,40,40,,
2013,2013-06-12,9:55,ME,3,0,0,1,1,2,O,66107,,,,,,BD ST CHARLES,1,AUT 20 O STIE,E,,14,13,3,3,32,50,11,1,1,11,06,99,0,0,1,1,61,76,,,43,41,,,37,39,,
2013,2013-06-12,13:17,ME,2,0,1,0,1,2,O,56083,,,,,,8E AV,1,2E RUE,,,11,14,2,2,32,50,11,1,1,11,06,99,0,1,0,1,76,61,,,43,41,,,40,31,,
2013,2013-06-12,16:27,ME,3,0,0,1,1,2,O,23027,,,,01081,,EGLISE,,,,,11,13,3,2,32,50,11,1,1,11,09,99,0,0,1,1,61,76,,,43,41,,,34,34,,
2013,2013-06-12,18:03,ME,3,0,0,1,1,2,O,22040,,,O,00571,,CH TOUR DU LAC,,,,,11,13,2,1,34,50,11,1,1,11,05,99,0,0,1,1,61,76,,,43,41,,,31,ND,,
2013,2013-06-12,17:36,ME,3,0,0,1,1,2,O,10043,,,,,,AV CATHEDRALE,1,ST JEAN BAPTISTE,,,13,13,3,3,32,50,11,1,1,11,06,21,0,0,1,1,76,61,,,41,44,,,33,33,,
2013,2013-06-13,17:35,JE,3,0,0,1,1,2,O,66023,,,,01155,,SHERBROOKE O,1,DRUMMOND,O,15,11,13,3,3,33,50,11,1,1,11,07,34,0,0,1,1,61,76,,,48,ND,,,31,ND,,
2013,2013-06-13,23:30,JE,3,0,0,1,1,2,O,66023,,,,,,CHAMPLAIN,1,DE MAISONNEUVE E,,,12,13,1,3,32,50,11,3,1,11,06,99,0,0,1,1,61,76,,,41,41,,,40,31,,
2013,2013-06-13,20:29,JE,3,0,0,1,1,2,O,66023,,,,02772,,CHARLAND,1,VIANNEY,E,25,11,13,2,2,33,50,11,1,1,11,06,99,0,0,1,1,61,76,,,41,ND,,,31,ND,,
2013,2013-06-13,13:20,JE,3,0,0,1,1,2,O,66023,,,,,,RACHEL,1,BOYER,E,,11,13,1,3,32,,11,1,1,11,,26,0,0,1,1,61,76,,,44,41,,,31,31,,
2013,2013-06-13,9:45,JE,3,0,0,1,1,2,O,66023,,,,,,JAEN TALON E,1,BUIES,E,5,11,13,3,3,32,50,11,1,1,11,06,34,0,0,1,1,61,76,,,55,41,,,31,31,,
2013,2013-06-13,17:28,JE,2,0,1,0,1,2,O,65005,,,,,,BD NORMAND BETHUNE,1,PHILIPPE PINEL,,,11,14,2,2,32,50,11,1,1,11,06,99,0,1,0,1,61,76,,,45,ND,,,40,ND,,
2013,2013-06-13,19:06,JE,3,0,0,1,1,2,O,37067,,,,00180,,JAUVELLY,,FACE,,,11,14,2,2,34,50,11,1,1,11,06,21,0,0,1,1,61,76,,,41,43,,,31,31,,
2013,2013-06-13,15:23,JE,3,0,0,1,1,2,O,56083,,,,00395,,JACQUES CARTIER S,1,BEAULIEU,S,20,11,13,9,3,33,50,11,1,1,11,05,26,0,0,1,1,61,76,,,43,41,,,31,31,,
2013,2013-06-13,13:20,JE,3,0,0,1,1,2,O,59015,,,,00150,,DOMINIQUE,,,,,11,14,2,2,99,,11,1,1,11,06,99,0,0,1,1,61,76,,,52,41,,,31,31,,
2013,2013-06-13,16:27,JE,3,0,0,1,1,2,O,23027,,,,,,HOCHELAGA,1,ROCHEBELLE,,,11,13,4,2,32,50,11,1,1,11,06,34,0,0,1,1,61,76,,,55,41,,,37,37,,
2013,2013-06-13,17:38,JE,2,0,1,0,1,2,O,23027,,,,,,CHAREST O,1,BAYARD,E,10,11,12,3,2,32,50,11,1,1,11,06,21,0,1,0,1,61,76,,,41,41,,,37,34,,
2013,2013-06-13,8:27,JE,3,0,0,1,1,2,O,53052,030,,E,,,,1,DE RAMEZAY,,,11,12,4,3,32,70,11,1,1,11,06,99,0,0,1,1,61,76,,,41,ND,,,34,ND,,
2013,2013-06-13,15:20,JE,3,0,0,1,1,2,O,49058,,,,02750,,BD LEMIRE FACE,,,,,11,13,3,2,34,50,11,1,1,11,09,99,0,0,1,1,61,76,,,ND,ND,,,ND,ND,,
2013,2013-06-13,14:30,JE,3,0,0,1,1,2,O,39062,,,,,,ST JEAN BAPTISTE,1,PERREAULT,O,50,,13,,2,33,50,11,,1,11,06,99,0,0,1,1,61,76,,,41,41,,,31,31,,
2013,2013-06-13,17:00,JE,3,0,0,1,1,2,O,76020,,,,00355,,AV BETHANY,,,,,11,13,2,3,33,50,11,1,1,11,06,99,0,0,1,1,76,61,,,41,43,,,31,31,,
2013,2013-06-14,8:23,VE,3,0,0,1,1,2,O,66023,,,,00500,,RENE LEVESQUE,,,S,,11,13,3,3,34,,11,1,1,11,01,99,0,0,1,1,61,76,,,50,41,,,31,31,,
2013,2013-06-14,10:19,VE,3,0,0,1,1,2,O,37067,,,,,,THIBEAU,1,CARDINAL VILLENEUVE,,,14,13,3,3,32,50,11,1,1,11,06,21,0,0,1,1,71,76,,,41,41,,,33,33,,
2013,2013-06-14,20:06,VE,3,0,0,1,1,2,O,37067,,,,,,PERE DANIEL,1,MARIE DE L INCARNATION,,,11,13,2,2,32,50,11,1,1,11,06,26,0,0,1,1,61,76,,,44,41,,,31,31,,
2013,2013-06-14,18:29,VE,3,0,0,1,1,2,O,81017,,,,,,SANSCARTIER,1,PLOUFFE,S,15,11,14,2,2,33,40,11,1,1,11,06,24,0,0,1,1,61,76,,,41,44,,,31,40,,
2013,2013-06-14,18:49,VE,3,0,0,1,1,2,O,82025,,,,,,LAC MEECH,1,KINGSMERE,,,11,15,2,2,32,50,11,1,1,11,06,26,0,0,1,1,61,76,,,44,41,,,31,31,,
2013,2013-06-14,10:40,VE,2,0,1,0,1,2,O,23027,,,,,,BEAUCAGE,1,DUCHARME,,,11,14,2,2,32,50,11,1,1,11,06,21,0,1,0,1,61,76,,,45,41,,,40,40,,
2013,2013-06-14,17:20,VE,3,0,0,1,1,2,O,23027,,,,00550,,WILFRID HAMEL,,,,,11,21,9,3,40,,11,1,1,11,10,21,0,0,1,1,61,76,,,43,41,,,31,31,,
2013,2013-06-14,15:40,VE,3,0,0,1,1,2,O,69055,138,,,00147,,CHATEAUGUAY,2,EN FACE,,,11,13,1,3,33,50,15,1,1,12,09,21,0,0,1,1,61,76,,,41,41,,,31,31,,
2013,2013-06-14,14:30,VE,3,0,0,1,1,2,O,10043,,,,00232,,ST PIERRE,,,,,11,14,2,2,33,50,11,1,2,14,06,99,0,0,1,1,61,76,,,44,41,,,99,99,,
2013,2013-06-15,17:00,SA,3,0,0,1,1,2,O,66023,,,,,,54E AV,1,DIXIE,,,11,14,2,7,32,30,11,1,1,11,06,25,0,0,1,1,61,76,,,43,41,,,40,31,,
2013,2013-06-15,23:10,SA,3,0,0,1,1,2,O,66023,,,,,,ROUEN,1,NICOLET,,,11,14,2,2,32,40,11,3,1,11,06,21,0,0,1,1,61,76,,,43,41,,,40,40,,
2013,2013-06-15,14:51,SA,3,0,0,1,1,2,O,66023,,,,,,,1,VILLENEUVE ET CLARK,,,11,14,1,1,32,50,11,1,1,11,05,21,0,0,1,1,76,61,,,41,41,,,40,31,,
2013,2013-06-15,16:30,SA,3,0,0,1,1,2,O,66023,,,,,,BAYONNE,1,DRAPEAU,S,,13,14,1,2,32,40,11,1,,11,,21,0,0,1,1,61,76,,,41,ND,,,31,ND,,
2013,2013-06-15,22:00,SA,3,0,0,1,1,2,O,66023,,,,,,BEAUBIEN,1,6E AV,O,15,11,13,2,7,33,,11,3,1,11,06,99,0,0,1,1,76,61,,,99,41,,,31,31,,
2013,2013-06-15,14:25,SA,3,0,0,1,1,2,N,65005,,,,02065,,BD DES LAURENTIDES,2,JEAN COUTU,,,11,21,9,3,40,,11,1,1,11,06,99,0,0,1,1,61,76,,,52,41,,,31,31,,
2013,2013-06-15,13:06,SA,3,0,0,1,1,2,O,47017,,,N,,,BERNARD ET PISTE CYCLABLE,2,PISTE CYCLABLE,,,11,15,2,5,34,70,11,1,1,11,06,21,0,0,1,1,70,76,,,41,41,,,31,40,,
2013,2013-06-15,19:26,SA,3,0,0,1,1,2,O,47017,,,,,,MAISONNEUVE,1,ROBINSON S,O,,11,14,2,2,32,50,11,1,1,11,06,26,0,0,1,1,61,76,,,44,41,,,31,31,,
2013,2013-06-15,18:10,SA,3,0,0,1,1,2,O,56083,,,,,,ST JOSEPH,1,LAURIER,,,11,14,4,2,32,50,11,1,1,11,06,21,0,0,1,1,61,76,,,41,41,,,31,40,,
2013,2013-06-15,15:47,SA,2,0,1,0,1,2,O,64008,,,,,,DE LA JONQUILLE,1,GUERIN,S,,11,14,2,1,32,30,11,1,1,11,06,26,0,1,0,1,61,76,,,41,44,,,40,31,,
2013,2013-06-15,18:00,SA,3,0,0,1,1,2,O,64015,,,,01565,,DU DOMAINE,,,N,500,11,15,2,2,34,50,11,1,1,11,06,99,0,0,1,1,76,61,,,41,41,,,31,31,,
2013,2013-06-15,12:50,SA,3,0,0,1,1,2,N,23027,,,,,,,,,S,25,11,21,,2,,,11,1,1,11,,37,0,0,1,1,61,76,,,41,41,,,31,31,,
2013,2013-06-15,9:19,SA,3,0,0,2,2,3,O,49058,,,,01380,,MONTPLAISIR,,,,,13,13,2,7,34,50,11,1,1,11,06,99,0,0,2,2,61,76,76,,44,41,41,,31,31,31,
2013,2013-06-15,13:30,SA,3,0,0,1,1,2,O,32072,116,,O,00152,,,,,,,11,12,2,5,34,70,11,1,1,11,06,34,0,0,1,1,66,76,,,41,41,,,31,31,,
2013,2013-06-15,9:40,SA,2,0,1,0,1,3,O,22040,,,,00099,,TOUR DU LAC,,,,,12,13,2,3,33,50,11,1,1,11,06,99,0,1,0,1,61,76,61,,45,41,47,,45,45,45,
2013,2013-06-16,15:30,DI,3,0,0,1,1,2,O,66023,,,,,,DE MAISONNEUVE O,1,MCGILL COLLEGE,,,11,13,1,3,32,50,14,1,1,12,06,27,0,0,1,1,61,76,,,44,41,,,33,33,,
2013,2013-06-16,2:00,DI,3,0,0,1,1,2,O,66023,,,,00100,,BEAUBIEN O,,,,,11,13,2,3,34,,,,,,06,99,0,0,1,1,ND,76,,,ND,41,,,31,31,,
2013,2013-06-16,17:00,DI,3,0,0,1,1,2,O,67045,138,,O,00659,,ST JEAN BAPTISTE,1,JOSEIME PELLETIER,,,11,12,2,3,32,50,12,1,1,12,07,99,0,0,1,1,61,76,,,42,47,,,34,34,,
2013,2013-06-16,19:13,DI,3,0,0,1,1,2,O,54048,,,,,,LEMIRE,1,ST LUC,,,11,13,2,3,32,50,14,1,1,12,06,21,0,0,1,1,61,76,,,41,41,,,31,99,,
2013,2013-06-16,21:30,DI,3,0,0,1,1,2,O,54048,,,,,,BIBEAU,1,ROBERT,,,11,13,2,2,32,50,12,3,1,11,06,37,0,0,1,1,76,61,,,41,45,,,40,40,,
2013,2013-06-17,18:18,LU,3,0,0,1,1,2,O,66142,,,,,,ANSELME LAVIGNE,1,HOWARD,E,4,11,14,2,2,32,30,12,1,1,11,06,28,0,0,1,1,76,61,,,43,41,,,40,40,,
2013,2013-06-17,23:45,LU,3,0,0,1,1,2,O,66025,,,,00200,,COTE VERTU,,,,,,13,,4,,,,3,,,,99,0,0,1,1,ND,76,,,ND,41,,,31,31,,
