AN,DT_ACCDN,HR_ACCDN,JR_SEMN_ACCDN,ID_GR,NB_MORT_C,NB_BLESE_GRAVE_C,NB_BLESE_LEGER_C,NB_VICTIMES,NB_VEH_ACCDN_C,IN_ACCDN_CHMIN_PBL,CD_MUNCP,NO_ROUTE,BORNE_KM_ACCDN,CD_PNT_CDRNL_ROUTE,NO_CIVIQ_ACCDN,SFX_NO_CIVIQ_ACCDN,RUE_ACCDN,TP_REPRR_ACCDN,ACCDN_PRES_DE,CD_PNT_CDRNL_REPRR,NB_METRE_DIST_ACCD,CD_ASPCT_ROUTE,CD_CATEG_ROUTE,CD_CONFG_ROUTE,CD_ENVRN_ACCDN,CD_LOCLN_ACCDN,VITSS_AUTOR,CD_COND_METEO,CD_ECLRM,CD_ETAT_CHASS,CD_ETAT_SURFC,CD_POSI_ACCDN,CD_IMPAC_ACCDN,CYC_MORT,CYC_GRAVE,CYC_LEGER,CYC_TOTAL,TYP_VEH_1,TYP_VEH_2,TYP_VEH_3,TYP_VEH_4,TYP_VEH_5,TYP_VEH_6,TYP_VEH_7,TYP_VEH_8,MOUV_VEH_1,MOUV_VEH_2,MOUV_VEH_3,MOUV_VEH_4,MOUV_VEH_5,MOUV_VEH_6,MOUV_VEH_7,MOUV_VEH_8,SIGN_VEH_1,SIGN_VEH_2,SIGN_VEH_3,SIGN_VEH_4,SIGN_VEH_5,SIGN_VEH_6,SIGN_VEH_7,SIGN_VEH_8
2012,2012-05-24,17:35,JE,3,0,0,1,1,2,O,67050,,,,00016,,D ANJOU,2,CASERNE POMPIER,O,100,11,13,3,3,34,50,11,1,1,11,09,99,0,0,1,1,61,76,,,,,,,45,41,,,,,,,31,31,,,,,,
2012,2012-05-24,11:51,JE,2,0,1,0,1,2,O,94068,,,,00742,,3E RUE,,,,,13,14,2,2,33,50,11,1,,11,,28,0,1,0,1,61,76,,,,,,,44,41,,,,,,,31,31,,,,,,
2012,2012-05-24,10:05,JE,3,0,0,1,1,2,O,23057,,,,,,TURMEL,1,NAPOLEON,,,11,14,2,2,32,50,11,1,1,11,06,26,0,0,1,1,61,76,,,,,,,44,41,,,,,,,40,40,,,,,,
2012,2012-05-24,12:45,JE,3,0,0,1,1,2,O,23027,,,,00777,,MARAIS FACE A L ADRESSE,,,,,11,13,2,3,34,50,11,1,1,11,06,99,0,0,1,1,63,76,,,,,,,44,41,,,,,,,31,31,,,,,,
2012,2012-05-24,23:51,JE,3,0,0,1,1,2,O,23027,,,,04960,,3E AV O,,,,,11,13,3,3,34,50,11,3,,11,,99,0,0,1,1,61,76,,,,,,,45,ND,,,,,,,31,ND,,,,,,
2012,2012-05-24,18:39,JE,3,0,0,1,1,2,O,39155,,,,,,7E AV,1,3E RUE,,,11,14,2,2,32,50,11,1,1,11,06,21,0,0,1,1,61,76,,,,,,,41,41,,,,,,,31,40,,,,,,
2012,2012-05-24,19:30,JE,3,0,0,1,1,2,O,93042,,,,,,,1,CHAMPAGNAT ET AUGER,N,300,11,12,2,1,34,50,11,1,1,11,09,99,0,0,1,1,61,76,,,,,,,52,41,,,,,,,31,31,,,,,,
2012,2012-05-24,13:00,JE,3,0,0,1,1,2,N,99005,,,,00081,,STAT PL QUEVILLON E,2,PRINCIPALE N,N,100,11,21,1,3,40,30,11,1,1,11,10,88,0,0,1,1,61,76,,,,,,,41,99,,,,,,,31,99,,,,,,
2012,2012-05-24,20:00,JE,3,0,0,1,1,2,O,94240,,,,,,MARTEL,1,FLAMMAND,,,11,13,2,2,32,50,11,1,1,11,07,23,0,0,1,1,61,76,,,,,,,43,41,,,,,,,31,31,,,,,,
2012,2012-05-25,21:00,VE,3,0,0,1,1,2,O,66142,,,,,,CADMAN ET SUNSHINE,1,,N,3,11,14,2,2,32,,15,4,1,12,06,21,0,0,1,1,61,76,,,,,,,44,41,,,,,,,40,40,,,,,,
2012,2012-05-25,21:00,VE,3,0,0,1,1,2,O,66023,,,,,,STE CATHERINE,1,GUY,E,10,11,13,1,3,33,50,11,2,1,11,06,99,0,0,1,1,61,76,,,,,,,52,41,,,,,,,31,31,,,,,,
2012,2012-05-25,16:00,VE,3,0,0,1,1,2,O,25213,132,,,03580,,RIVE S,1,CH DES ILES,E,20,11,13,3,3,34,50,11,1,1,11,07,21,0,0,1,1,61,76,,,,,,,45,41,,,,,,,31,31,,,,,,
2012,2012-05-25,12:37,VE,3,0,0,1,1,2,O,58227,,,,,,JACQUES CARTIER O,1,DE LYON,,,11,14,3,2,33,50,11,1,1,11,06,21,0,0,1,1,61,76,,,,,,,41,99,,,,,,,31,31,,,,,,
2012,2012-05-25,6:43,VE,2,0,1,0,1,2,O,59020,,,,04510,,CH DE LA BARONIE,,,,,11,15,2,5,34,70,11,1,1,11,06,99,0,1,0,1,61,76,,,,,,,55,41,,,,,,,31,31,,,,,,
2012,2012-05-25,12:15,VE,3,0,0,1,1,2,O,34017,,,,00516,,GD CAPSA,1,JOSEPH MARTEL,E,15,11,12,2,5,34,80,,1,1,11,06,99,0,0,1,1,61,76,,,,,,,52,41,,,,,,,31,31,,,,,,
2012,2012-05-25,17:00,VE,3,0,0,1,1,2,O,12072,,,,,,ST PIERRE,1,STE ANNE,,,11,14,2,2,32,30,11,1,1,11,06,21,0,0,1,1,61,76,,,,,,,45,41,,,,,,,31,40,,,,,,
2012,2012-05-26,13:35,SA,3,0,0,1,1,2,O,66023,,,,,,BD DE PIERREFONDS,1,PERRON,,,11,13,3,2,32,50,11,1,1,11,05,28,0,0,1,1,61,76,,,,,,,43,41,,,,,,,34,34,,,,,,
2012,2012-05-26,11:25,SA,3,0,0,1,1,2,O,66023,,,,,,COTE STE CATHERINE,1,CLAUDE CHAMPAGNE,,,11,13,,1,32,,11,1,1,11,05,28,0,0,1,1,61,76,,,,,,,43,41,,,,,,,33,33,,,,,,
2012,2012-05-26,20:05,SA,3,0,0,1,1,3,O,66023,,,,03977,,ST LAURENT,,,,,11,13,1,3,34,50,11,1,1,11,06,99,0,0,1,1,61,76,61,,,,,,49,41,41,,,,,,31,31,31,,,,,
2012,2012-05-26,16:20,SA,3,0,0,1,1,2,O,66023,,,,,,ST ZOTIQUE,1,ST MICHEL,,,11,14,2,2,32,40,11,1,1,11,06,99,0,0,1,1,61,76,,,,,,,43,41,,,,,,,33,33,,,,,,
2012,2012-05-26,11:09,SA,3,0,0,1,1,2,O,65005,,,,00745,,BD ST MARTIN,,,S,,11,13,2,3,99,50,11,1,,11,,22,0,0,1,1,61,76,,,,,,,43,41,,,,,,,31,31,,,,,,
2012,2012-05-26,13:14,SA,3,0,0,1,1,2,O,37067,,,,00943,,THIBEAU,,,,,11,13,3,3,32,50,11,1,1,11,06,21,0,0,1,1,61,76,,,,,,,41,45,,,,,,,31,40,,,,,,
2012,2012-05-26,20:21,SA,3,0,0,1,1,2,O,81017,,,,,,GREBER,1,DE LA SAVANE,,,11,13,3,3,32,50,11,2,1,11,06,21,0,0,1,1,61,76,,,,,,,41,41,,,,,,,34,37,,,,,,
2012,2012-05-26,15:47,SA,3,0,0,1,1,2,O,59025,132,,O,00505,,MARIE VICTORIN,,,,,11,12,2,2,33,50,11,1,1,12,06,33,0,0,1,1,61,76,,,,,,,41,41,,,,,,,31,31,,,,,,
2012,2012-05-26,17:10,SA,3,0,0,1,1,2,O,79078,,,,,,CH DINELLE,1,PICARDIE,,,11,14,2,2,32,50,11,1,1,11,06,21,0,0,1,1,61,76,,,,,,,41,41,,,,,,,31,40,,,,,,
2012,2012-05-26,11:40,SA,3,0,0,1,1,2,O,61030,,,,,,BD ANTONIO BARRETTE,1,GAUTHIER N,O,,11,13,4,3,32,50,11,1,1,11,06,99,0,0,1,1,76,61,,,,,,,41,44,,,,,,,34,34,,,,,,
2012,2012-05-27,19:09,DI,3,0,0,1,1,2,,66023,,,,,,PRESIDENT KENNEDY,1,UNIVERSITY,,,11,13,2,3,32,50,11,1,1,11,06,21,0,0,1,1,61,76,,,,,,,41,41,,,,,,,37,33,,,,,,
2012,2012-05-27,14:00,DI,3,0,0,1,1,2,,66023,,,,,,RENE LEVESQUE,1,PAPINEAU,O,15,11,13,5,3,33,50,11,1,2,11,05,99,0,0,1,1,61,76,,,,,,,43,ND,,,,,,,ND,ND,,,,,,
2012,2012-05-27,19:11,DI,3,0,0,1,1,2,O,66023,,,,,,BERNARD,1,STUART,,,11,13,3,2,32,40,12,1,,11,,21,0,0,1,1,61,76,,,,,,,41,41,,,,,,,40,40,,,,,,
2012,2012-05-27,15:40,DI,3,0,0,1,1,2,O,57035,116,,O,00345,,BD SIR WILFRID LAURIER,2,STIE STAT DU IGA,,,11,12,5,3,33,50,11,1,1,11,07,25,0,0,1,1,61,76,,,,,,,43,41,,,,,,,31,31,,,,,,
2012,2012-05-27,10:00,DI,3,0,0,1,1,2,O,89008,,,,,,8E RUE,1,2E AV,S,15,11,14,2,3,32,50,11,1,1,11,06,99,0,0,1,1,61,76,,,,,,,45,41,,,,,,,31,31,,,,,,
2012,2012-05-28,18:45,LU,3,0,0,1,1,2,O,66097,,,,,,ST LOUIS,1,URQUART,O,5,11,14,2,2,32,,11,1,1,11,,99,0,0,1,1,61,76,,,,,,,41,43,,,,,,,31,40,,,,,,
2012,2012-05-28,12:50,LU,3,0,0,1,1,2,O,66023,,,,03860,,DE ROUEN,1,BOURBONNIERE,O,25,11,14,2,2,33,,12,1,1,11,06,99,0,0,1,1,61,76,,,,,,,52,ND,,,,,,,31,ND,,,,,,
2012,2012-05-28,7:08,LU,3,0,0,1,1,2,O,66023,,,,08400,,CHRISTOPHE COLOMB,2,CREMAZIE,S,50,11,13,3,3,33,,11,1,,11,,26,0,0,1,1,61,76,,,,,,,43,41,,,,,,,31,31,,,,,,
2012,2012-05-28,18:30,LU,3,0,0,1,1,2,O,66023,,,,07259,,ST DENIS,,,,,11,13,3,2,34,,11,1,1,11,06,99,0,0,1,1,61,76,,,,,,,41,41,,,,,,,31,31,,,,,,
2012,2012-05-28,13:15,LU,3,0,0,1,1,2,O,66023,,,,00625,,MILTON,1,LORNE,O,20,11,14,1,2,,50,11,1,1,11,06,31,0,0,1,1,61,76,,,,,,,41,99,,,,,,,31,31,,,,,,
2012,2012-05-28,7:23,LU,3,0,0,1,1,2,O,66023,,,,14001,,N-D,,,,,11,14,3,2,32,50,11,1,1,11,06,35,0,0,1,1,61,76,,,,,,,55,ND,,,,,,,31,ND,,,,,,
2012,2012-05-28,18:00,LU,3,0,0,1,1,2,O,65005,,,,00256,,85E AV,2,LEVESQUE,N,25,11,14,2,2,33,50,12,1,1,11,09,99,0,0,1,1,61,76,,,,,,,52,41,,,,,,,31,31,,,,,,
2012,2012-05-28,17:44,LU,3,0,0,1,1,2,O,81017,,,,,,,1,ST LOUIS ET AV GATINEAU,,,14,12,2,3,32,60,11,1,1,11,06,26,0,0,1,1,61,76,,,,,,,44,41,,,,,,,31,31,,,,,,
2012,2012-05-28,16:00,LU,3,0,0,1,1,2,O,58007,,,,,,TASCHEREAU,,6275 TASCHEREAU,N,10,11,12,9,3,99,,11,1,1,11,09,99,0,0,1,1,61,76,,,,,,,41,41,,,,,,,31,31,,,,,,
2012,2012-05-28,20:30,LU,3,0,0,1,1,2,O,56083,,,,,,ST CHARLES,1,COLLIN,,,11,14,1,2,32,50,11,1,1,11,06,21,0,0,1,1,76,61,,,,,,,41,45,,,,,,,31,40,,,,,,
2012,2012-05-28,16:28,LU,3,0,0,1,1,2,O,60013,,,,00199,,VALMONT,1,STAT,N,100,11,13,2,1,34,50,12,1,1,11,09,21,0,0,1,1,61,76,,,,,,,45,ND,,,,,,,31,31,,,,,,
2012,2012-05-29,18:40,MA,3,0,0,1,1,2,O,66023,,,,,,ST DOMINIQUE,1,ONTARIO,S,,,,,,,50,,,,,,99,0,0,1,1,61,76,,,,,,,ND,ND,,,,,,,ND,ND,,,,,,
2012,2012-05-29,20:25,MA,3,0,0,1,1,2,O,66023,,,,,,D ORLEANS,1,ADAM,,,11,14,1,2,32,50,14,3,1,12,05,99,0,0,1,1,61,76,,,,,,,45,41,,,,,,,40,ND,,,,,,
2012,2012-05-29,16:49,MA,3,0,0,1,1,2,O,90012,,,,,,ST FRANCOIS,1,ST LOUIS,E,10,11,13,2,3,33,50,11,1,1,11,06,21,0,0,1,1,61,76,,,,,,,41,41,,,,,,,31,31,,,,,,
2012,2012-05-29,19:58,MA,3,0,0,1,1,2,O,71050,,,,00608,,CH ST ANTOINE,,,,,12,15,2,5,34,50,12,1,,12,,99,0,0,1,1,61,76,,,,,,,41,41,,,,,,,31,31,,,,,,
2012,2012-05-29,11:30,MA,3,0,0,1,1,2,O,10043,,,,,,ST GERMAIN,1,BELZILE,,,11,14,2,3,32,50,12,1,1,12,06,99,0,0,1,1,61,76,,,,,,,43,41,,,,,,,34,34,,,,,,
2012,2012-05-30,11:45,ME,3,0,0,1,1,2,O,66023,,,,,,PIERREFONDS,1,DRESDEN,N,,11,13,3,2,32,50,11,1,1,11,06,23,0,0,1,1,61,76,,,,,,,43,41,,,,,,,40,31,,,,,,
2012,2012-05-30,16:26,ME,3,0,0,1,1,2,O,66142,,,,,,SOMMERSET,1,SHAKESPEARE,S,10,11,14,2,2,33,40,11,1,1,11,06,99,0,0,1,1,61,76,,,,,,,41,41,,,,,,,31,31,,,,,,
2012,2012-05-30,16:03,ME,3,0,0,1,1,2,O,66023,,,,,,RACHEL,1,ST DENIS,E,,11,13,3,3,32,,11,1,1,11,,27,0,0,1,1,61,76,,,,,,,44,41,,,,,,,37,37,,,,,,
2012,2012-05-30,15:09,ME,3,0,0,1,1,2,O,81017,,,,,,BD GREBER,,BD MALONEY O,S,30,11,13,4,3,33,50,11,1,1,11,09,99,0,0,1,1,61,76,,,,,,,51,41,,,,,,,40,31,,,,,,
2012,2012-05-30,19:30,ME,3,0,0,3,3,2,O,81017,,,,00152,,HAROLD,1,DE LA MADELAINE,S,200,11,14,2,2,,50,11,1,,11,,21,0,0,1,1,70,76,,,,,,,41,41,,,,,,,31,31,,,,,,
2012,2012-05-30,16:50,ME,3,0,0,1,1,2,O,58033,,,,,,ALBANEL,1,SAMUEL DE CHAMPLAIN,,,11,14,2,3,32,50,11,1,1,11,05,99,0,0,1,1,61,76,,,,,,,43,41,,,,,,,40,31,,,,,,
2012,2012-05-30,12:18,ME,3,0,0,1,1,2,O,39020,,,,00125,,CH PETIT BOIS,,,,,11,15,3,1,34,50,11,1,1,11,06,21,0,0,1,1,61,76,,,,,,,43,41,,,,,,,40,31,,,,,,
2012,2012-05-30,16:30,ME,3,0,0,1,1,2,O,72010,,,,00096,,CH DU GD MOULIN,2,FACE,,,11,14,1,2,34,30,11,1,1,11,06,99,0,0,1,1,61,76,,,,,,,52,41,,,,,,,31,31,,,,,,
2012,2012-05-30,9:24,ME,3,0,0,1,1,2,O,64015,,,,,,BD MASCOUCHE,1,MERCIER,,,11,14,4,2,32,50,11,1,1,11,06,21,0,0,1,1,61,76,,,,,,,45,41,,,,,,,40,40,,,,,,
2012,2012-05-30,18:45,ME,3,0,0,1,1,2,O,23027,,,,,,WILFRID HAMEL,1,PONT SCOTT,E,,11,12,4,3,32,50,11,1,1,11,05,28,0,0,1,1,61,76,,,,,,,43,41,,,,,,,37,32,,,,,,
2012,2012-05-31,9:00,JE,3,0,0,1,1,2,O,66023,,,,,,WELLINGTON,1,BRIDGES,,,11,13,3,3,32,50,11,1,1,11,06,28,0,0,1,1,61,76,,,,,,,43,41,,,,,,,34,34,,,,,,
2012,2012-05-31,8:54,JE,3,0,0,1,1,2,,66023,,,,,,MAISONNEUVE,1,UNION,,,11,13,1,3,32,50,11,1,1,11,06,26,0,0,1,1,68,76,,,,,,,44,41,,,,,,,37,37,,,,,,
2012,2012-05-31,18:10,JE,3,0,0,1,1,2,O,66023,,,,,,RACHEL,1,MESSIER,N,,11,14,2,2,32,50,11,1,1,11,05,28,0,0,1,1,68,76,,,,,,,44,41,,,,,,,31,31,,,,,,
2012,2012-05-31,17:52,JE,3,0,0,1,1,2,O,66025,,,,04550,,D ORLEANS,,,,,11,14,1,2,34,,11,1,,11,,99,0,0,1,1,61,76,,,,,,,43,43,,,,,,,31,31,,,,,,
2012,2012-05-31,18:21,JE,3,0,0,1,1,2,O,81017,,,,,,BD ST RAYMOND,1,BD ALLUMETTIERES,,,11,11,3,3,32,50,11,1,1,11,05,99,0,0,1,1,76,61,,,,,,,41,42,,,,,,,99,39,,,,,,
2012,2012-05-31,17:58,JE,2,0,1,0,1,2,O,82020,,,,00009,,DU GUY,1,CAMBELTEN,S,200,13,14,2,2,34,50,11,1,1,11,06,88,0,1,0,1,61,76,,,,,,,41,ND,,,,,,,31,ND,,,,,,
2012,2012-05-31,6:47,JE,3,0,0,1,1,2,O,56083,,,,,,ST LOUIS,1,MERCIER,N,,11,14,2,2,32,50,11,1,1,11,,26,0,0,1,1,61,76,,,,,,,44,41,,,,,,,31,31,,,,,,
2012,2012-05-31,20:55,JE,3,0,0,1,1,2,O,67050,132,,O,00114,,ST JEAN BAPTISTE,1,LAUZON,E,20,11,12,9,3,33,50,11,1,1,11,02,24,0,0,1,1,76,61,,,,,,,41,45,,,,,,,31,31,,,,,,
2012,2012-05-31,15:13,JE,3,0,0,1,1,2,N,64015,,,,00790,,MTEE MASSON,,FACE,,,11,21,4,3,40,50,12,1,1,11,05,21,0,0,1,1,61,76,,,,,,,51,41,,,,,,,31,31,,,,,,
2012,2012-05-31,16:00,JE,3,0,0,1,1,2,O,23027,,,,,,,1,8E AV ET 6E RUE,,10,11,14,1,2,32,50,11,1,1,11,06,88,0,0,1,1,61,76,,,,,,,41,ND,,,,,,,31,ND,,,,,,
2012,2012-06-01,14:20,VE,3,0,0,1,1,2,O,66023,,,,03457,,COTE DES NEIGES,1,SHERBROOKE O,N,100,13,13,3,2,34,50,12,1,1,11,06,99,0,0,1,1,66,76,,,,,,,41,41,,,,,,,31,31,,,,,,
2012,2012-06-01,15:15,VE,3,0,0,1,1,2,O,66025,,,,,,RACHEL,1,FRONTENAC,,,11,13,3,2,32,,11,1,1,11,05,27,0,0,1,1,61,76,,,,,,,44,41,,,,,,,34,34,,,,,,
2012,2012-06-01,7:39,VE,3,0,0,1,1,2,O,25213,,,,00576,,CH PINTENDRE,,,N,,11,15,2,5,99,80,11,1,1,11,06,33,0,0,1,1,61,76,,,,,,,41,41,,,,,,,31,31,,,,,,
2012,2012-06-01,13:03,VE,3,0,0,1,1,2,O,37067,,,,,,CH STE MARGUERITE,1,DE LA SABLIERE,,,11,13,2,2,32,50,11,1,1,11,06,99,0,0,1,1,61,76,,,,,,,41,49,,,,,,,31,ND,,,,,,
2012,2012-06-01,20:19,VE,3,0,0,1,1,2,O,37067,,,,01638,,ROYALE,1,ST ROCH,E,20,11,13,1,3,34,50,11,2,1,11,06,35,0,0,1,1,61,76,,,,,,,45,41,,,,,,,31,31,,,,,,
2012,2012-06-01,7:24,VE,3,0,0,1,1,2,O,59025,,,,00305,,CALIXA LAVALLEE,,,,,11,15,2,5,34,70,11,1,1,11,06,33,0,0,1,1,61,76,,,,,,,41,44,,,,,,,31,31,,,,,,
2012,2012-06-01,22:17,VE,2,0,1,0,1,2,O,57030,,,,,,MASON,1,CONNAUGHT,,,11,14,2,2,32,50,14,3,1,12,06,21,0,1,0,1,61,76,,,,,,,41,41,,,,,,,40,40,,,,,,
2012,2012-06-01,12:30,VE,3,0,0,1,1,2,O,57045,229,,S,,,BERNARD PILON,1,NOBEL,S,100,,12,2,3,34,70,12,1,1,11,07,99,0,0,1,1,76,61,,,,,,,41,41,,,,,,,31,31,,,,,,
2012,2012-06-01,14:45,VE,3,0,0,1,1,2,O,23027,,,,,,1RE AV,1,DES LILAS E,N,5,11,14,3,3,32,50,11,1,1,11,07,99,0,0,1,1,61,76,,,,,,,41,41,,,,,,,31,31,,,,,,
2012,2012-06-01,15:46,VE,3,0,0,1,1,2,O,23027,,,,,,ROBERT BOURASSA,1,LAURIER,N,,11,13,4,3,32,50,11,1,1,11,,99,0,0,1,1,61,76,,,,,,,43,41,,,,,,,99,99,,,,,,
2012,2012-06-01,16:10,VE,3,0,0,1,1,2,O,23027,,,,,,MGR PLESSIS,1,FLEUR DE LYS,,,11,13,3,3,32,50,11,1,1,11,07,99,0,0,1,1,61,76,,,,,,,43,ND,,,,,,,40,ND,,,,,,
2012,2012-06-01,18:01,VE,3,0,0,1,1,2,O,23027,,,,,,BD DE LA COLLINE,1,DE L EPILOBE,,,13,14,2,2,32,50,11,1,1,11,05,26,0,0,1,1,61,76,,,,,,,44,41,,,,,,,31,31,,,,,,
2012,2012-06-01,14:06,VE,3,0,0,1,1,2,O,54025,,,,,,RG ST SIMON,1,ENTR AUT 20 E,E,,11,12,3,3,32,70,11,1,1,11,02,22,0,0,1,1,61,76,,,,,,,44,41,,,,,,,31,ND,,,,,,
2012,2012-06-03,16:04,DI,3,0,0,1,1,2,O,66023,,,,,,HONORE BEAUGRAND,1,SOULIGNY,,,11,13,2,2,32,50,11,1,1,11,06,99,0,0,1,1,61,76,,,,,,,45,45,,,,,,,40,40,,,,,,
2012,2012-06-03,13:20,DI,2,0,1,0,1,2,O,64008,337,,N,,,CH GASCON,1,PHILIPPE FERLAND,,,11,12,5,3,32,50,11,1,1,11,08,21,0,1,0,1,61,76,,,,,,,41,41,,,,,,,37,34,,,,,,
2012,2012-06-03,12:45,DI,3,0,0,1,1,2,O,72010,,,,,,8E AV ET BD DU LAC,1,,,,12,14,2,2,32,30,11,1,1,11,05,23,0,0,1,1,61,76,,,,,,,43,47,,,,,,,40,31,,,,,,
2012,2012-06-03,17:49,DI,3,0,0,1,1,2,O,39062,,,,,,ROY,1,ALAIN,,,14,14,2,2,32,50,12,1,1,11,06,21,0,0,1,1,61,76,,,,,,,41,41,,,,,,,31,40,,,,,,
2012,2012-06-04,8:10,LU,3,0,0,1,1,2,O,66023,,,,,,ACADIE,1,OGILVY,,,11,13,3,2,32,60,14,1,1,12,06,99,0,0,1,1,76,61,,,,,,,41,41,,,,,,,31,31,,,,,,
2012,2012-06-04,19:10,LU,3,0,0,1,1,2,O,66023,,,,,,BELLECHASSE,1,ST ANDRE,N,10,11,14,2,3,33,20,11,1,,11,,99,0,0,1,1,61,76,,,,,,,47,41,,,,,,,31,31,,,,,,
2012,2012-06-04,,LU,3,0,0,1,1,2,O,66023,,,,,,,,,,,,,,,,,14,1,,12,,99,0,0,1,1,ND,76,,,,,,,ND,ND,,,,,,,ND,ND,,,,,,
2012,2012-06-04,15:15,LU,3,0,0,1,1,2,O,66023,,,,,,ROSEMONT,1,9E AV,,,11,13,3,2,32,,12,1,1,11,06,21,0,0,1,1,68,76,,,,,,,41,41,,,,,,,31,40,,,,,,
2012,2012-06-04,15:00,LU,2,0,1,0,1,2,O,43027,,,,,,TERRILL,1,KENNEDY N,,,13,13,3,1,32,50,11,1,1,11,06,37,0,1,0,1,61,76,,,,,,,44,41,,,,,,,37,33,,,,,,
2012,2012-06-04,12:45,LU,3,0,0,1,1,2,N,99015,,,,00030,,COVELIER,2,COVELIER,E,350,11,21,1,7,33,,11,1,1,11,06,40,0,0,1,1,61,76,,,,,,,41,ND,,,,,,,31,ND,,,,,,
2012,2012-06-05,9:15,MA,3,0,0,1,1,2,O,66023,,,,,,,1,SHERBROOKE ET ST DENIS,,,11,13,3,3,34,,11,1,1,11,06,99,0,0,1,1,68,76,,,,,,,41,41,,,,,,,31,31,,,,,,
2012,2012-06-05,15:10,MA,3,0,0,1,1,2,O,66023,,,,,,DECARIE,,SNOWDON,,,11,14,1,2,32,50,12,1,1,11,06,21,0,0,1,1,61,76,,,,,,,43,43,,,,,,,33,33,,,,,,
2012,2012-06-05,9:15,MA,3,0,0,1,1,2,O,66023,,,,,,ST ZOTIQUE,1,CHABOT,E,2,11,14,3,2,32,40,11,1,1,11,06,34,0,0,1,1,61,76,,,,,,,55,41,,,,,,,31,31,,,,,,
2012,2012-06-05,19:50,MA,3,0,0,1,1,2,O,66023,,,,,,PAPINEAU,1,BEAUBIEN,,,11,13,3,3,32,50,14,3,1,12,06,99,0,0,1,1,61,76,,,,,,,43,41,,,,,,,37,37,,,,,,
2012,2012-06-05,17:00,MA,3,0,0,1,1,2,O,66023,,,,04512,,HENRI JULIEN,1,MT ROYAL,N,2,11,14,1,2,32,30,11,1,1,11,06,21,0,0,1,1,61,76,,,,,,,41,41,,,,,,,40,31,,,,,,
2012,2012-06-05,8:45,MA,3,0,0,1,1,2,O,66023,,,,,,BAGG,1,ST URBAIN,N,,12,13,1,2,32,50,11,1,1,11,05,21,0,0,1,1,61,76,,,,,,,41,41,,,,,,,31,31,,,,,,
2012,2012-06-05,16:58,MA,3,0,0,1,1,2,O,66023,,,,,,DES ORMEAUX,1,PIERRE DE COUBERTIN,S,30,11,14,2,2,33,40,11,1,1,11,06,21,0,0,1,1,61,76,,,,,,,41,ND,,,,,,,31,ND,,,,,,
2012,2012-06-05,15:32,MA,3,0,0,1,1,3,O,65005,,,,,,BD DES LAURENTIDES,1,SELLIER,O,,11,13,3,2,32,50,11,1,1,11,06,26,0,0,1,1,61,61,76,,,,,,41,44,41,,,,,,34,33,31,,,,,
2012,2012-06-05,18:33,MA,3,0,0,1,1,2,O,25213,,,,,,ST AUGUSTIN,1,BOUTIN S,,,11,13,1,5,32,70,11,1,1,11,06,21,0,0,1,1,61,76,,,,,,,41,41,,,,,,,40,31,,,,,,
2012,2012-06-05,7:53,MA,3,0,0,1,1,2,O,59010,,,,01944,,SAVARIA,1,JEAN LESAGE,E,25,11,14,2,2,33,40,11,1,1,11,09,21,0,0,1,1,61,76,,,,,,,52,41,,,,,,,31,31,,,,,,
2012,2012-06-05,21:02,MA,3,0,0,1,1,2,O,73015,,,,00259,,BD SEIGNEURIE O,,,,,21,13,4,3,32,50,12,2,1,11,06,99,0,0,1,1,61,76,,,,,,,43,41,,,,,,,34,39,,,,,,
2012,2012-06-05,16:30,MA,3,0,0,1,1,2,O,75017,,,,,,DE MARTIGNY,1,ROLAND GODARD,,,11,13,3,3,32,50,11,1,1,11,06,21,0,0,1,1,61,76,,,,,,,44,41,,,,,,,34,34,,,,,,
2012,2012-06-05,15:00,MA,3,0,0,1,1,2,O,73010,,,,,,,1,MILLE ILES O ET LEVEILLE,,,11,14,3,2,33,40,11,1,1,11,06,99,0,0,1,1,61,76,,,,,,,41,44,,,,,,,31,31,,,,,,
2012,2012-06-05,14:11,MA,2,0,1,0,1,2,O,74005,,,,,,MTEE LEROUX,1,DES REMOUS,S,180,11,19,2,5,34,70,11,1,1,11,07,33,0,1,0,1,74,76,,,,,,,41,41,,,,,,,31,31,,,,,,
2012,2012-06-05,16:53,MA,3,0,0,1,1,2,O,23027,,,,02340,,BD STE ANNE,,,,,11,13,3,2,99,50,11,1,1,11,09,21,0,0,1,1,61,76,,,,,,,99,99,,,,,,,31,31,,,,,,
2012,2012-06-05,16:39,MA,3,0,0,1,1,2,O,23027,,,,03236,,AEROPORT,,,,,13,13,2,2,34,50,12,1,1,11,05,28,0,0,1,1,61,76,,,,,,,43,41,,,,,,,31,31,,,,,,
2012,2012-06-05,13:41,MA,3,0,0,1,1,2,O,54048,,,,,,AV ST JOSEPH,1,TURCOT,,,11,14,2,2,32,50,11,1,1,11,06,99,0,0,1,1,61,76,,,,,,,41,44,,,,,,,31,31,,,,,,
2012,2012-06-05,8:30,MA,3,0,0,1,1,2,O,70052,,,,,,NICHOLSON,1,SALABERRY,,,11,13,2,2,32,50,11,1,1,11,06,21,0,0,1,1,61,76,,,,,,,41,41,,,,,,,40,40,,,,,,
